,Finess,Nomdelétablissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
69,690781810,HOSPICES CIVILS DE LYON,OVIZE,Michel ,La cyclosporine améliore-t-elle le pronostic clinique des patients présentant un STEMI à 3 ans de suivi ?,14-0345,CIRCUS-II,664388.2,2014,N,PHRC
70,80000615,CH DE CHARLEVILLE MEZIERES,PENALBA,Christian,Infection par l’hantavirus Puumala en France : évaluation de trousses de diagnostic sérologique et de l’emploi d’un prélèvement d’urine pour le diagnostic moléculaire de cette hantavirose,14-0063,HANTADIAG,261435.0,2014,N,PHRC
71,750712184,ASSISTANCE PUBLIQUE AP-HP,PHAM,Giao,Essai contrôlé randomisé en double insu évaluant l'efficacité de l'ivermectine à 400 µg/kg versus ivermectine à 200 µg/kg dans la gale hyperkératosique,14-0612,GALE-CRUSTED ,453580.8333333334,2014,N,PHRC
72,330781196,CHU HOPITAUX DE BORDEAUX,PHILIP,Pierre,PROgramme PERsonnalisé d’aide au sevrage des patients inSOMniaques traités par hypnotiques : un essai clinique comparatif randomisé.,14-0130,PROPERSOM,639938.2,2014,N,PHRC
73,690781810,HOSPICES CIVILS DE LYON,POULET,Emmanuel,Étude des effets de la tDCS (stimulation électrique transcranienne en courant continu) délivrée en complément d’un traitement antipsychotique chez les patients schizophrènes présentant des symptômes persistants  ,14-0042,STIMZO,437863.3,2014,N,PHRC
74,290000017,CHRU DE BREST,RAULT,Gilles,"Etude de recherche de dose de phase II, multicentrique, en double aveugle, contrôlée par placebo évaluant la tolérance et l'efficacité de la (R)-roscovitine chez des patients atteints de mucoviscidose, homozygotes F508del-CFTR, infectés chroniquement à Pseudomonas aeruginosa : une étude incluant 36 patients (24 traités, 12 contrôles)",14-0117,ROSCO-CF,561937.28,2014,N,PHRC
75,130786049,APHM,REGIS,Jean,"Traitement des douleurs réfractaires aux opiacés de pallier 3 selon l’OMS par hypophysiolyse radiochirurgicale : Étude multicentrique, prospective et randomisée",14-0620,HypoRaDoul ,398625.9,2014,N,PHRC
76,340780477,CHU MONTPELLIER,RENARD,Eric ,Evaluation de l’efficacité sur la réduction des hypoglycémies nocturnes chez l’enfant diabétique de type 1 d’une insulinothérapie en boucle fermée (pancréas artificiel) par rapport à une insulinothérapie par pompe couplée à une mesure continue du glucose avec seuil d’interruption de la perfusion en cas d’hypoglycémie dans des conditions proches du domicile,14-0181,STOP-NIGHT-HYPO,466641.1,2014,N,PHRC
77,750712184,ASSISTANCE PUBLIQUE AP-HP,REVEL,Marie-Pierre,Apport du phléboscanner au diagnostic d’atteinte veineuse thromboembolique en post partum,14-0157,CTVENPOSTPARTUM,268546.7,2014,N,PHRC
78,130786049,APHM,RICHARD,Marie Aleth,Etude multicentrique randomisée double aveugle contrôlée évaluant l’intérêt du méthotrexate versus placebo dans la potentialisation et le maintien de la réponse au long cours des traitements par anti TNFalpha dans le psoriasis modéré à sévère de l’adulte,14-0478,METHO-BIO,796676.73,2014,N,PHRC
79,330781196,CHU HOPITAUX DE BORDEAUX,SCHAEVERBEKE,Thierry ,Intérêt du maintien d’un traitement anti-inflammatoire non stéroïdien chez les patients atteints de spondylarthrite ankylosante et traités par anti-TNF pour prévenir la progression des lésions radiologiques ,14-0573,STOP,509533.2,2014,N,PHRC
80,750712184,ASSISTANCE PUBLIQUE AP-HP,SIMON,Stéphane,Biomarqueurs et facteurs pronostiques des interventions dentaires pulpaires conservatrices sur dents permanentes matures,14-0313,PULPSAVE,272028.4,2014,N,PHRC
81,590780193,CHRU LILLE,SUSEN,Sophie,Prévention des hémorragies sous assistance circulatoire mécanique,14-0469,PHAM,508932.62,2014,N,PHRC
82,690781810,HOSPICES CIVILS DE LYON,TARDY-GUIDOLLET,Véronique,Evaluation multicentrique du traitement in utero par dexaméthasone (DEX) sur le développement cognitif des enfants à risque d'Hyperplasie Congénitale des Surrénales,14-0047,prenatalDEX,472532.8,2014,N,PHRC
83,750712184,ASSISTANCE PUBLIQUE AP-HP,TERRIER,Benjamin,"Granulomatose éosinophilique avec polyangéite (Churg-Strauss) : Comparaison d’une association de corticoïdes et du rituximab versus la stratégie thérapeutique conventionnelle en traitement d’induction de la rémission. Etude prospective, randomisée, contrôlée, en double aveugle.",14-0558,REOVAS,920614.5,2014,N,PHRC
84,760780239,CHU ROUEN,THIBERVILLE,Luc,Validation de la sémiologie endo-microscopique alvéolaire des pneumopathies interstitielles diffuses,14-0153,MicrosemioPI,513912.7,2014,N,PHRC
85,690781810,HOSPICES CIVILS DE LYON,THOBOIS,Stéphane,Stimulation cérébrale profonde du noyau sous-thalamique dans les formes dystoniques sévères de la maladie de Wilson - Métaanalyse prospective multicentrique d'essai de taille 1,14-0115,WILSTIM,327569.0,2014,N,PHRC
86,210780581,CHU DIJON,TROJAK,Benoit ,Une étude randomisée menée en double aveugle évaluant l’efficacité de la Stimulation Transcrânienne à Courant Continu (tDCS) pour réduire la consommation d’alcool chez des patients non-abstinents souffrant d’un trouble de l’usage d’alcool,14-0230,ALCSTIM-tDCS,508625.3076923077,2014,N,PHRC
87,760780239,CHU ROUEN,VERSPYCK,Eric,Etiologies de la Mort Fœtale in Utéro : performances diagnostiques du bilan minimal ciblé versus systématique,14-0379,EMIBICI,763283.9,2014,N,PHRC
88,440000289,CHU DE NANTES,WEBER,Michel ,Comparaison de l’efficacité et de la tolérance d’une injection sous-conjonctivale de triamcinolone et d’un implant intravitréen de 700µg dexaméthasone sur l’œdème maculaire inflammatoire,14-0365,TRIOZ,421524.06,2014,N,PHRC
0,750712184,AP-HP,DUCHEMANN,Boris,Impact sur la qualité de vie d’une prise en charge palliative systématique dans la fibrose pulmonaire idiopathique ; un essai thérapeutique multicentrique.,PHRCI-15-001,PALIF,310184,2015,I,PHRC
1,750160012,INSTITUT CURIE,KRIEGEL,Irène,Etude randomisée multicentrique comparant un verrou de Taurolidine et un verrou standard de sérum physiologique dans la prévention primaire des infections endo-luminales liées au cathéter en oncologie pédiatrique,PHRCI-15-002,Pedialock,179634,2015,I,PHRC
2,750712184,AP-HP,LE RAY,Camille,Alternative à la gestion intensive de la Phase Active du Second Stade du Travail : essai randomisé multicentrique,PHRCI-15-003,Essai PASST,369678,2015,I,PHRC
3,750150104,Hôpital IMM,CARROT,Benjamin,Thérapie Familiale et Anorexie Mentale : quelle est la meilleure approche? Essai clinique randomisé multicentrique de thérapie familiale systémique classique versus thérapie multifamiliale,PHRCI-15-004,THERAFAMBEST,261950,2015,I,PHRC
4,750712184,AP-HP,AMELLER,Aurély,"Traitement par rTMS des symptômes de premier rang dans la Schizophrénie : étude contrôlée, randomisée, en double aveugle",PHRCI-15-005,Schirang,337502,2015,I,PHRC
5,750712184,AP-HP,MEINZER,Ulrich,"Evaluation de l’efficacité d’un traitement probiotique sur l’activité clinique, le taux de  rechutes et  la modification de la barrière intestinale chez les patients atteints d’arthrite juvénile idiopathique",PHRCI-15-006,PERMAJI,290760,2015,I,PHRC
6,750712184,AP-HP,DURAND,Philippe,Oxygénothérapie à haut débit nasal dans la prise en charge précoce des bronchoalvéolites modérées et sévères du nourrisson,PHRCI-15-007,BRONCHOPTI,247624,2015,I,PHRC
7,750000549,FONDATION OPH. ROTHSCHILD,MAUGET-FAYSSE,Martine,Etude des performances de l’OCT « en face » (Optical Coherence Tomography) dans le dépistage de la rétinopathie liée aux anti-paludéens de synthèse,PHRCI-15-008,POCTAPS,172031,2015,I,PHRC
8,750712184,AP-HP,PEYRE,Matthieu,Efficacité de la MIfepristone chez les patientes porteuses de MEningiomes multiples de grade I,PHRCI-15-009,MIME,197495,2015,I,PHRC
9,750712184,AP-HP,SONNEVILLE,Romain,Pronostic des formes graves d’encéphalites,PHRCI-15-010,EncephalitiCa,232058,2015,I,PHRC
10,750712184,AP-HP,ARACTINGI,Selim,Etude de la dissémination du mélanome dans les tissus sains de malades,PHRCI-15-011,DisseMela,138657,2015,I,PHRC
11,750712184,AP-HP,MARTINERIE,Laetitia,Impact de l’administration de Fludrocortisone sur la balance hydro-électrolytique chez le grand prématuré. Etude pilote,PHRCI-15-012,MINIPREM,163983,2015,I,PHRC
12,750712184,AP-HP,HEIDET,Matthieu,Efficacité et tolérance de l’administration précoce d’acide tranexamique dans la prise en charge en urgence du patient cirrhotique présentant une hémorragie digestive haute liée à l’hypertension portale : essai multicentrique randomisé en double aveugle contre placebo,PHRCI-15-013,EXARHOSE,336171,2015,I,PHRC
13,750712184,AP-HP,JACQUETTE,Aurélia,Evaluation de l’efficacité de la Cystéamine chez les patientes atteintes d’un syndrome de Rett,PHRCI-15-014,CYSRETT,197015,2015,I,PHRC
14,750712184,AP-HP,DOSSIER,Claire,Efficacité du Lévamisole dans le maintien de la rémission après la première poussée de Syndrome Néphrotique Idiopathique chez l’enfant,PHRCI-15-015,NEPHROVIR-3,370087,2015,I,PHRC
15,750712184,AP-HP,BERTELOOT,Laureline,"Imagerie thoracique pédiatrique sans irradiation ni injection, par un nouveau protocole d’IRM.",PHRCI-15-016,ImagINI-CHEST,127901,2015,I,PHRC
16,750712184,AP-HP,COSCAS,Raphael,Angioplastie au Ballon Imprégné de paclitaxel versus angioplastie Standard pour le traitement des Sténoses sur fistule artério-veineuse,PHRCI-15-017,ABISS,245569,2015,I,PHRC
17,750712184,AP-HP,ARMAND-LEFEVRE,Laurence,Impact de l’antibiogramme réalisé directement sur les prélèvements respiratoires profonds des patients suspects de pneumopathie acquise sous ventilation mécanique (PAVM) tardive (> 5 jours) en réanimation sur l’adéquation du traitement antibiotique à J1 épargnant les carbapénèmes,PHRCI-15-018,AB-DIRECT 2,320914,2015,I,PHRC
18,750160012,INSTITUT CURIE,BIDARD,François-Clément,Détection des cellules tumorales circulantes pour le diagnostic précoce des évolutions tumorales chez les femmes à risque porteuses d'une mutation BRCA1,PHRCI-15-019,CirCA01-cell,143676,2015,I,PHRC
19,750712184,AP-HP,GANDJBAKHCH,Estelle,Quantification automatisée de la graisse atriale gauche intra-myocardique en scanner : apport dans l'ablation de fibrillation atriale,PHRCI-15-020,CT-AF study,304995,2015,I,PHRC
20,750712184,AP-HP,DUPONT,Patrick,Dosage des CArcinogènes de la NIcotine chez les utilisateurs de Cigarettes Electroniques,PHRCI-15-021,CANICE,86237,2015,I,PHRC
21,750712184,AP-HP,LEMIALE,Virginie,Corticothérapie à forte dose au cours des pneumocystoses graves du patient non VIH : essai randomisé contrôlé (PIC),PHRCI-15-022,PIC,290704,2015,I,PHRC
22,750712184,AP-HP,HITTINGER,Luc,"Effet du Diflunisal et/ou de l’épigallocatéchine-3-gallate sur la fonction contractile et le remodelage ventriculaires gauches dans l’amylose cardiaque à transthyrétine: essai clinique randomisé de phase II/III, multi-bras, multi-étapes.",PHRCI-15-023,AMYLO-GALILEO,355549,2015,I,PHRC
23,750712184,AP-HP,WAGNER,Mathilde,TEP/IRM dans l’évaluation de la réponse au traitement néoadjuvant de l’adénocarcinome pancréatique borderline ou localement avancé,PHRCI-15-024,PACMI,319626,2015,I,PHRC
24,440000289,CHU Nantes,AUBERT,Hélène,"Etude multicentrique, en double insu, randomisée versus placebo, visant à évaluer l’efficacité d’une supplémentation maternelle anténatale en prébiotiques GOS/Inuline sur la survenue d’une dermatite atopique à un an chez le nourrisson à risque d’atopie.",PHRCI-15-025,Real-2,298540,2015,I,PHRC
25,370000481,CHRU Tours,BAKHOS,David,Réhabilitation auditive et cognition chez les patients atteints d’une maladie d’Alzheimer ou d’un déclin cognitif léger,PHRCI-15-026,RACO-MA,298899,2015,I,PHRC
26,490000031,CHU Angers,BELONCLE,François Michel,Mesure de la clairance plasmatique du iohexol chez les patients sortant de réanimation après insuffisance rénale aiguë – IOXSOR,PHRCI-15-027,IOXSOR,105359,2015,I,PHRC
27,440000289,CHU Nantes,BOURREILLE,Arnaud,Développement d’un biomarqueur d’efficacité du vedolizumab (Entyvio®) dans la recto-colite hémorragique,PHRCI-15-028,DETECT,129382,2015,I,PHRC
28,860013077,CHU Poitiers,COUDROY,Rémi,Comparaison de l'oxygénothérapie nasale à haut débit à la ventilation non invasive dans l'insuffisance respiratoire aiguë des patients immunodéprimés.,PHRCI-15-029,FLORALI-IM,295442,2015,I,PHRC
29,370000481,CHRU Tours,COURTINE,Jean-Baptiste,"Traitement du Trouble de stress post-traumatique par potentialisation d'une thérapie centrée sur la REActivation du souvenir traumatique par tDCS (stimulation transcrânienne à courant direct) : essai clinique, multicentrique, contrôlé en deux groupes para",PHRCI-15-030,T-TREAt,197624,2015,I,PHRC
30,290000017,CHU Brest,DUIGOU,Anne Laure,Impact d’un programme d’intervention précoce post-hospitalière (IBAIP) sur le développement psycho-moteur à deux ans d’enfants nés prématurément,PHRCI-15-031,IBAIP,295645,2015,I,PHRC
31,860013077,CHU Poitiers,HEIT,Damien,Stimulation transcrânienne directe à courant continu chez les patients souffrant de trouble obsessionnel compulsif sévère résistant,PHRCI-15-032,tDCS-TOC,164930,2015,I,PHRC
32,350005179,CHU Rennes,MAHE,Guillaume,Effet de l’électrostimulation sur la distance maximale de marche de patients artériopathes : Essai multicentrique randomisé en double aveugle,PHRCI-15-033,Electro-PAD,298658,2015,I,PHRC
33,350005179,CHU Rennes,MAURICE,Axelle,General Anesthesia versus Sedation during intra-arterial treatment for Stroke,PHRCI-15-034,SEGASTROKE,298448,2015,I,PHRC
34,490000031,CHU Angers,SCHOTTE,Thibault,Intérêt de l'administration de charbon activé pour les patients ayant un geste invasif reporté dû à un traitement anticoagulant oral direct –CACAOD,PHRCI-15-035,CACAOD,118910,2015,I,PHRC
35,350005179,CHU Rennes,VANDENBROUCKE,Laurent,Analyse informatisée de la variabilité du rythme cardiaque fœtal pour le dépistage précoce de la chorioamniotite dans les ruptures prématurées des membranes avant terme,PHRCI-15-036,AiRPM,198163,2015,I,PHRC
36,250000015,CHRU de Besançon,TOUSSIROT ,Eric,Tolérance et efficacité d’une thérapie cellulaire par cellules APOptotiques autologues dans le traitement de la polyarthrite RhumAtoïde : essai clinique de phase I/Iia,PHRCI-15-037,APO-RA,212305,2015,I,PHRC
37,250000015,CHRU de Besançon,RINCKENBACH ,Simon ,Syndrome du Compartiment Abdominal et Anévrismes de l’Aorte Rompus : validation d’un test prédictif,PHRCI-15-038,SCAAR,205662,2015,I,PHRC
38,250000015,CHRU de Besançon,SIGAUX,Antoine ,Arrêt cardiaque extra-hospitalier : essai randomisé évaluant l’impact du conseil téléphonique délivré par le centre 15 sur la survie,PHRCI-15-039,CONTAC,295922,2015,I,PHRC
39,250000015,CHRU de Besançon,KIM,Stéfano ,Etude prospective pour la validation de biomarqueurs immunologiques chez les patients atteints de cancer du colon métastatique,PHRCI-15-040,EPITOPES-CRC02,252452,2015,I,PHRC
40,250000015,CHRU de Besançon,BARROT,Loïc ,Comparaison de deux niveaux d'oxygénation chez les malades de réanimation avec un syndrome de détresse respiratoire aiguë sous ventilation mécanique : Etude prospective randomisée multicentrique,PHRCI-15-041,LOCO-2,299971,2015,I,PHRC
41,210987731,Centre Georges François Leclerc,TRUC ,Gilles ,"Etude de phase II multicentrique évaluant l’efficacité d’une radiothérapie avec modulation d’intensité et Boost intégré (SIB-IMRT) à la dose de 80Gy, associée à une chimiothérapie par Témozolomide dans le traitement des Glioblastomes de l’adulte ",PHRCI-15-042,GLIO-SIB-UP,299462,2015,I,PHRC
42,210780581,CHU Dijon,FACY,Olivier,"Etude des enzymes pancréatiques dans les drains comme biomarqueurs précoces de fistule pancréatique
post-opératoire",PHRCI-15-043,LIPA-DRAIN,297489,2015,I,PHRC
43,210780581,CHU Dijon,GREMEAUX ,Vincent,Fatigue et Récupération après AVC mineur,PHRCI-15-044,FRAM,283858,2015,I,PHRC
44,670780055,CHU Strasbourg,LEJAY,Anne,"Effets protecteurs du préconditionnement ischémique sur les fonctions cardiaque, rénale, pulmonaire et musculaire après clampage aortique",PHRCI-15-045,PRE-ISCH-AORTE,204228,2015,I,PHRC
45,670780055,CHU Strasbourg,BOULANGER ,Nathalie,Borreliose de Lyme et diagnostic cutané précoce,PHRCI-15-046,DIABOLYC,298221,2015,I,PHRC
46,340780477,CHRU de Montpellier,AMOUROUX,Cyril,Modalités de supplémentation en Vitamine D et risque d'hypercalciurie chez l'enfant de 2 à 6 ans. ,PHRCI-15-047,DonneDvit,272175,2015,I,PHRC
47,60785011,CHU de Nice,BAILLIF,Stéphanie,Prévention du glaucome néovasculaire par injections intravitréennes d’anti-VEGF chez les patients traités par protonthérapie dans le cadre d’un mélanome choroïdien de grande taille,PHRCI-15-048,PROTECT,283358,2015,I,PHRC
48,340780477,CHRU de Montpellier,CAPDEVILA,Xavier,Effets du cathétérisme périnerveux sur le vécu du patient après une chirurgie orthopédique en ambulatoire,PHRCI-15-049,R-CAPE,215904,2015,I,PHRC
